review_text,label_kualitas_produk,label_harga,label_kualitas_pengiriman,label_kepuasan_pelanggan
"Enakkk wanginya ga norakk, baru coba semoga wangi nya awet tahan lama , pack aman rapi , tulisan nya PO tp sehari langsung d kirim ??thanks u ????",0,0,0,0
"Aroma:wangi2 cewek cantik Tekstur:cairr Kegunaan:aku selalu pakee setiapp harii setelah beli yg size 50ml 2 kali, akhirnya beli yg full jugaa dan packagingnya bentuk botolnya sangatlah menggemaskan, apalagi dgn warna babybluee yg buat jdi lebih lucu, wanginya juga enakk?? btw dapet gratisan tester yg affair dan ternyata enak juga?!????",0,0,0,0
"Performa:bagus Tekstur:cair Cocok Untuk:semuanya Beli krna penasaran sma wangi mewahnya yg enak, trnyata bneran in wanginya asli wangi2 yg mahal dan ga pasaran, dluar ekspektasi gw. Baru in gw order my konos, next bkal order lagi yg varian laen. Trimkasi utk paper bag nya, dpet bonus paper bag juga... Semoga awet parfumnya. Tpi klu dliyat dri review nya awetnya juga juara si mykonos ini. Sukak alhamd, tpi pengiriman agak lama ya. Mungkin overload krna mndekati lebaran. Next ordernya ga mendekati lebaran lagi, sukses selalu mykonos??",0,1,0,0
"Ketahanan:belum tau belum coba buat kegiatan sehari hari Tekstur:cair Cocok Untuk:daily Aaaaak suka banget sama packagingnya yang cantik banget, udah gitu parfume enchanted ini wanginya enak kayak lagi di taman bunga tapi ga nyegrak gitu ya shaaay. Oh iya makasih buat giftnya caramel fudge cookienya, aromanya beneran kayak wangi cookies sampai adek ku ngira aku makan cookies dan gak bagiin ke dia ??????. Btw ini first time punya parfume dari brand mykonos, kayaknya next bakal order parfume yang lain. ?????????",0,0,0,0
"Aroma:aroma floral banget, langsung semerbak sekamar baru semprot sekali Tekstur:cair dan spray nya okey, Kegunaan:pewangi Belum tau ketahananhya berapa lama, wanginya si okey, pengiriman cepat untuk produk PO padahal estimasinya bulan depan, thanks seller sukses selalu",0,0,0,0
"Trusted seller, dapat harga promo jadi murah. Pengiriman baik, packing juga baik. Semoga sering promo ya, thank you seller. Jujur diantara 15 an parfume mykonos yg aku punya. Enchanted ada di tahta tertinggi, wangi nya type aman yg rata2 disukai semua org. Seger, sedikit manis, floral, pokok perfect. Ketahanan bs 4 jam an outdoor, indoor / udara dingin bs 8 jam. Makanya beli lg yg 100ml setelah kmrn beli yg 50 ml. Sempet kosong pula ini brg nya ????????. Dipake panas2 an pun cocok. Hajar segala situasi ??????",0,0,0,0
"Cocok Untuk:daily, day kepincut sama versi Enchanted. krn pas baca deskripsinya, lebih ke arah clean gitu. pas dicoba, awal2 emang berasa clean. kayak habis mandi gitu wanginya. tp lama2 ada aroma bunganya (floral) lebih kenceng. aduh, maap gak pinter review parfum ya. tp overall suka, wanginya sopan. utk cuaca panas, oke. gak bikin pusing. rencana aku pake pas solat Id sih. biar lebih seger aja gitu. spray nya oke, gak macet. botolnya itu lho, cantik banget. warna birunya juga cantik. boxnya juga niat banget. cakep lah. ada bonus edt vanilla clouds. personally, aku kurang suka wangi vanilla atau gourmand gitu. tp ini mayan enak ya. cuma agak bingung mau dipake kapan. terutama pas cuaca lg panas gini ??.",0,0,0,0
Performa:wanginya nyaman banget kaya abis mandi. bukan manis / seger.. apaya.. wangi cantik(?) haha self reward untuk diri karna udah berusaha jadi istri dan ibu yg hebat?? enak banget wanginya dan terimakasih banyak ya bonusnya???? really appreciate that. ngerasa disayang wkwkwk karna love language aku gift. next bakal order lagi dengan wangi yg bedaa??,0,0,0,0
"wanginya mahal gtuuu, trus enak bgt deh ga nysel pdhl gaprnh bli parfum secara onlinee / shopee gtuu krna gabisa cium baunya sprti apa tkt ga ccok dll tp trnyt ini enak bgt !!! worth it bgt hrganyaa trus dpt bottle warrantyy",0,0,0,0
"Aroma:bunga segar Tekstur:cair Kegunaan:parfume wangi lumayan tahan lama & untuk yang suka tipe wangi bunga yang seger pasti suka varian ini sesuai dengan deskripsi yang diberikan, makasih seller",0,0,0,0
"Tekstur:enak Performa:bagus Cocok Untuk:outdoor, indoor Minkooo.. Secinta ini sama enchanted ?? Memang the best Mykonos! Wangiinyaaa.. Sumpah, love se-kebon. Dengan packaging yang gemesh abis. Sukaaa!!",0,0,0,0
"Aroma:ini wanginya kaya bunga2 Tekstur:pass Kegunaan:cocok untuk pagi malam dll makasih ya dikasih tester Zora, kalau zora manis kalau enchanted ini manis fresh teruss 100ml aku dapat harga 166k",0,0,0,0
"Aroma:segar bunga Tekstur:cair not oily Kegunaan:make pas hangout Aromanya lembut seger, sebenarnya bingung mau dark secret yang 100ml atau ini, tapi takut DS nya aromanya strong n deep, krn dilihat dr packaging yg dark wkwk. al hasil beli DS yg travel size. Tapi pas sampe lebih suka yang DS wanginya. Krn lembut ayu anggun gitu wanginya ????. Tapi enchanted jg bagus utk nongki santai bareng bestie",0,0,0,0
"Aroma:soft fresh floral & ga strong tp enaaaakk Tekstur:cair Produk sudah diterima sesuai pesanan. Awalnya mau beli gara2 suka warnanya, tapi pas udah sampe ternyata wangi nya seenak itu. Soft fresh floral ga bikin pusing. Mau dipake pagi siang malem oke. Vibesnya kek wanita anggun ????",0,0,0,0
"Bener bener ga nyesel beli ini?? baunya enak banget kayak abis mandi sepanjang hari. Tadinya mau buat kado, tapi kok kayaknya ga jadi deh?? mau aku simpen buat pake sendiri aja. Kadonya ganti yang lain aja?? tadinya aku tim parfume yang manis kue banget. Tapi sama Enchanted ini suka bangeett.",0,0,0,0
"Cocok Untuk:dipake kemana aja tuh yaampun ngerasa keren banget pake nih parfum, wangi sepanjang hari Tekstur:parfumnya agak oily dan itu ngebuat awet bangetttt Performa:packagingnya sumpah g kaleng kaleng Pokoknya ini parfum aku klaim stay nya dibaju luar biasa, sekelas bacarat tp kalian bs dpt harga top!!!!",0,0,0,0
"Aroma:segar Tekstur:cair Kegunaan:daily Kirain bakalam lama datengnya ternyata cepet banget, wanginya juga awet bikin seger . Cocok buat dipke pas kerja. Packaging nya cantik pengirimannya aman mantapsss",0,0,0,0
"Tekstur:lil bit oily, tapi itu bisa jadi menunjukkan kadar parfume tinggi Performa:tahan lama Cocok Untuk:kapanpun, acara apapun Beli tanpa coba samplenya. Jujur, baru pertama kali pakai produk mykonos. Suka. Fresh, semakin lama semakin enak, wanginya lain2 tergantung di spray di bagian mana. Dapat free hand sanitizer n sample Nashi Pear Garden yang ternyata enak juga wanginya. Sayang gak dapat pouchnya buat traveling hehe",0,0,0,0
"Cocok Untuk:unisex Alhamdulillah... Akhirx datang juga. Krna sllu lihat review Kak Vio di Ig. Aku penasaran sma parfum mykonos. Semprotan per 1 , baux enak, lembut, penciumanku yg sensitif bikin gak smua bau parfum aku cocok. Mudahan baux tetap enak wlopun bercampur keringat. Soal kemasan,okey banget dan aman ????",0,0,0,0
Pertama unboxing lgs jatuh cinta sm kecantikan packangingnya dan begitu disemprotkan wanginya bikin meleleh Mykonos gak pernah fail deh wanginya selalu bikin jatuh cinta lagi dan lagi Dan ini pembelian ke 4 aku hasil war dgn yg lain Gak nyesel asli,0,0,0,0
"Aroma:kek bunga Tekstur:cair lah masa padet Kegunaan:biar wangi, pake nanya Gak expect bakal wangi bunga banget, seger. Dry down soft banget. Berasa jadi princess wkwk Next aku coba apa lagi ya???????",0,0,0,0
"Aroma:rose,peach,orange,violet Akhirnya kebagian varian enchanted dan ditambah dikasih diskon pula?? Botolnya cantikk seperti aroma nya Terimakasih mykonos seperti biasa packing aman dan mulus Dikasih free sample yg satin black sepertinya keracunan lg bakal beli Pengiriman cepat dan tidak ada kerusakan terimakasih kurir dan jasa pengiriman nya ??",0,0,0,0
"Aroma:wanginya fresh! ini parfum cocok banget dipake pas siang, baunya fresh enak dan kaya abis mandi gt. tp buat aku yg suka parfum manis ini aga kurang sih baunya karna bukan my type ajaa. tp enak! dan menurutku splnya biasa aja cuman wanginya lumayan tahan lama sekitar 4 jam aja sih",0,0,0,0
"Tekstur:cair Performa:spray bagus, botol kokoh Cocok Untuk:siang hari Scent of floral fresh yet strong jg, girly scent, sy blom coba seharian apa kuat ga.. botolnya bagus packing nya jg manis.. tapi kekurangannya di tutup botol bahan rubber aromanya ganggu",0,0,0,0
Aroma:flora tapi seger Tekstur:cari Kegunaan:bisa bgt untuk indoor atau outdoor Enchanted ini wanginya segar cocok untuk indoor atau outdoor. Ini wangi yang paling aman untuk semua suasana. Terimakasih ????????,0,0,0,0
Aroma:memiliki aroma wangi yang segar Tekstur:memuaskan dan sesuai haralan Kegunaan:sangat cocok digunakan seharihari Botolnya lumayan besar dan bentuknya lucu banget. Gemes,0,0,0,2
"Terimakasih kak, sudah diterima sesuai pesanan dan packingan juga termasuk aman:)",0,0,0,0
Aroma:enakkkk bangeettt Tekstur:halus semprotanya Kegunaan:ini bau cewe2 mahal Beli pas pay day PO tp free nya ga kaleng2 dong. Makasiih banget MyKonos ter the best aku happy bgd dong. Mana enak bangettttttt,0,1,0,0
"Aroma:seger musky, hint manis buah tipis Tekstur:good Kegunaan:cocok utk semua occasion packagingnya baguss, belinya pas 7.7 flashsale di livenya sgt senang harganya dan kualitasnya, kecium sama org2 sekitar katanya wangiiii, ketahanan 4-5jam di aku tnp semprot ulang????",0,0,0,0
Tekstur:cair..sedikit oily tp makin lama nyerep juga.. makin lama apalagi kalau di tempat berAC ya makin menjadi jadi nih baunya..wangi2 mahal,0,1,0,0
Enak banget wanginya dapet tester banyak banget next kayanya mau coba beli yang blossom deh enak banget wanginya padahal masih ada 2 parfume mykonos yang belom abis tapi ga ada salahnya kan beli lagi,0,0,0,0
"Pesan dr tgl 24april, dan barang sampai tgl 4mei krna ini Pre order. Packing aman, bubble wrap tebal jd parfum gak ada bocor, kemasan parfum mewah ?? Baru pertama kali nyoba parfum mykonos dan smg cocok sm wanginya ?? dpt tester matcha latte pula ??",0,0,0,0
"Aku beli 3 parfum ini sekaligus.. Salah 1 nya Enchanted ini, wanginya segerrr dan enak bgttt dipake panas panasan olahraga, ga bikin pusing hihi love deh pokonya ????",0,0,0,0
"Pengiriman cepat, paket aman. Barang sesuai pesanan dan tidak ada yg kurang atau rusak. Baunya familiar sih lumayan kenceng di awal, untuk ketahanan belum dicoba",1,0,0,0
"Tekstur:tdk berminyak , cair Performa:ketahana di kulit saya di dalam ruangan ber ac selama 4 jam Cocok Untuk:sehari2 eanginya segar mani , dapat vial contoh yg nashi pear garden , lebih suka wangi encanted",0,0,0,0
Tekstur:cair Performa:baik Cocok Untuk:semua Enak banget buat yang suka calm ini the best sih but i am so so buat tester zora dan senja aku kurang suka untung ada free vanilla sukaaa bangeeet,0,0,0,0
"Tekstur:liquid Performa:gorgeous sih! Cocok Untuk:all occasion Baru kali ini beli blind buy yang bentukan nya gatau tapi percaya banget sama MyKonos! Dan surprisingly, aku yang biasanya kurang suka wangi floral, punya ini tuh beneran berasa jadi princess! OMG, thank you MyKonos dan team untuk masterpiece nya ??????????",0,0,0,0
"Cocok Untuk:dipake pagi2 sebelum ngantor. Mood dijamin lgsg happy seharian Dahlahhhh ga perlu dijelasin lg gimana bagusnya Enchanted. Wanginya bisa bikin mood bagus krn se-fresh itu. Dan packagingnya selalu proper, ga nyangka harganya cuma 200ribuan. Luv bgt mykonos",0,0,0,0
"waktu itu sempat endus aromanya di guardian, coba cari dishopee ternyata lagi promo langsung beli wkwk aromanya enak sih, seger tapi ga yg bikin pusing. cocok dipake disiang hari. ketahanan diaku sih bisa 4-6 jam ya, tergantung dipake keringatan apa gak.",0,0,0,0
"Aroma:wangi floral banget tapi di aku ada manis nya gitu Tekstur:cair buat kalian cowo yang ragu mau beli ni parfum mending kalian gas aja kalo emang mau, karena gua cowo dan suka ni parfum akhirnya gua beli hehehe",0,0,0,0
"Cantik bgt packaging nya!! Wangi nya mirip sm miss dior blooming bouq, Which is my most fav perfume! Dan ini nemu yg setype dgn hrg jauh lbh ekonomis. SPL nya juga mantul!",0,0,0,0
"Aroma:floral, seger Wangi nya enak banget, seger, pengiriman cepet padahal pas order info nya PO 7 hari tp 2 hari udh sampe. Suka sama wangi nya parfum"" Mykonos ??",0,0,0,0
"Aroma:wangi dan cocok buat sehari-hari Tekstur:wanginya seger ga terlalu menyengat tp fress banget kalo kena keringat malah aromanya tambah wangi Kegunaan:cocok buat harian atau olahraga, atau aktivitas lainnya baik d dalam atau di luar ruangan yg cari parfum seger, ga bikin eneg sama sekali, wanginya kek berada di laut gituu seger banget pokokya kek berasa abis mandi terus",0,0,0,0
"Tekstur:cair Performa:bagus Cocok Untuk:outdoor dan indoor Ini parfum lokal pertama aku. Packaging nya baguusss, ga kalah sm parfum mahal lainnya. Wanginya pas pertama kali aku semprot, mirip parfom Jo M****e. Wanginya segerrr, ada wangi floral tp ga bikin eneg. Best deh pokoknya",0,1,0,0
Aroma:sukak bangett Tekstur:pas semprot cairannyaa menyebar dngan halus Kegunaan:cocok buat parfum daily bsa tahan 3 bulan di aku 1 botolnya best,0,0,0,0
"beli 1 dpt 3, wah ini parah harum nya kebangetan. pgn jd koleksi parfume2 mykinos ini deh , cintai produk lokal ya yg gak kalah keren, worth to buy siiiiii",0,0,0,0
"Ini kemasan kotaknya extra banget, pengemasannya okay, aman banget, ngga ada cacat, baunya juga oke untuk aq yang baru pertama beli brand ini ngga ada ekspektasi",1,0,0,0
"my first blind buy aku disini! awalnya pengen perfume ini gara-gara namanya sama kayak my fav song, enchanted wkwk di aku perfume-nya awet, dari pagi (jam 8) sampai sore (jam 4) wanginya masih nempel. wanginya tuh sopan (?) bgt, enak, kalem gitu di aku. tipe perfume yg manis tp ga nyengat, wanginya fresh bikin mood naik!!!! wkwk OH aku juga dikasih testernya sansa, menurutku, wanginya spicy sih. nyengat bgt tp dry downnya aku lumayan suka.",0,0,0,0
"HONEST REVIEW, jjur ini blind buy, ga berekspektasi lebihhh, tapi pas dateng dan nyoba ISTG WANGINYA ENAAAAAAK BANGETTTT BENERAN SESUAI YANG AKU PGN!! terus kalo dipake motoran dr rumah-kampus sejauh 15 menit, masih wangii meskipun ngga semerbak. wanginya di baju tahan seharian, sampe tmn aku juga bilang “wanginya kamu banget” krn emg wanginya seenak itu ???? kalo boleh egois, ak gamau parfum ini jadi viral terus dipake banyak orang, krn kesan wanginya tuh mahal, elegant dan bener princesss banget jd ak gapgn ada yang ngikutin ?? aku juga dpt tester ivory, wanginya juga enak ?? curiga parfum disiniii wanginya gaada yang zonk ??",0,1,0,0
"Aroma:wangi nya lebih ke seger Tekstur:oke Kegunaan:parfum badan Botol nya lucu, wangi nya lebih ke seger tp msh soft, ga yg strong..lumayan awet",0,0,0,0
"Tekstur:good Ketahanan:belum cobaa Cocok Untuk:unisex Dapett tester matcha latte!!! Enak bgt maniss unisex!!! Dapet free ivory 125ml enakk segerr, echantednyaa florall maksimall enak bgtt ya allah. Thank u min",0,0,0,0
Tekstur:cair Performa:oke Cocok Untuk:parfum daily Finallyyyy. Well baru coba semprot² dikit yaa. Wanginya lembut deh ini. Yang kecium pertama kali citrusnya. Lama² baru agak ada flowernya. Well kita coba dulu yaw,0,0,0,0
Tekstur:sedikit oily Performa:oke Cocok Untuk:daily Selalu suka sama parfum mykonos. Jadi kecanduan parfum semenjak kenal mykonos. Thanks yaaa ??,0,0,0,0
"Tekstur:cair Cocok Untuk:sehari” Performa:baik Baru nyoba ini parfum buat pertamakalinya. Not bad wanginya manis segar gitu menurutku, cmn waktu pertama semprot agak keras tp lama” baunya enak. Udh gitu dpt free gift lumayan banyak juga.",0,0,0,0
"Terima kasih,mykonos. Barangku dikasih bubble wrap jadinya aman perfumenya sampai tujuan dan dikasih sample kit utk perfume verve. Untuk wanginya si enchanted sendiri sesuai sama dugaanku. Perfume ini beneran kaya dupe nya miss di*r yang blooming bouquet sih tp lebih strong dan krn alesan itu juga aku beli enchanted!! Bisa buat ganti perfume miss-d ku??",0,0,0,0
"jujur malah excited sama produk testernya dongggg, soalnya baunya lebih strong, aku semprot di tangan kanan trs yg enchanted di tangan kiri, aduhhhh enak bgt sih combo 2 ini aku jd gatau ini bau dibadan aku dominan yg mana?? cuma yg enchanted buat aku lebih soft yaa kalo dibandingin sama testernya",0,0,0,0
Tekstur:Cair Performa:Wangi Cocok Untuk:digunakan sehari hari Bubble sangat tebal aman diberi gift handsanitizer dan sample perfume????,0,0,0,0
Packaging ny cuaantikkk warna kesukaan. Wangi ny juga fresshh flower kalem gitu tapi fresshhh ngerti ga sih? Hahahahaa suka soalnya ga bikin nyenget bgt di idung yg bisa buat sakit kepala *hasil WAR dan lngsng beli 2 dong????,0,0,0,0
"Akhirnya beli full size setelah coba decant nya Suka banget wanginya, seleraku banget Soft fresh calm Dibilang po tapi ternyata malemnya lsg dikirim dan besoknya sampai, Happy banget Ga nyangka kemasannya segede itu dan semewah itu Kaya parfum mahal Kmna aja aku slma ini ya Fix skr mykonos jadi brand lokal favorit aku?? Parfum impor lewat Udah wanginya enak, kemasan keren, harga terjangkau, banyak diskonnya pula Btw aku beli yang utopia juga, tolong dipercepat ya minkooo Udah ga sabar pengen dipake.. makasih",0,0,0,0
"Aroma:seger Tekstur:cair Kegunaan:untuk mengharumkan Demi apapun ini yg awalnya aku beli size 50 ml jadi ketagihan lagi buat beli size 100ml, dari segi wangi dia di awal emang agak nyegrek, tp pas udah lama enak banget, seger seharian, berasa kayak abis mandi terus, trs segi packaging ini udh premium bgt, mewah bgtt,kmren pas pay day sale dpt harga 151rb di ukuran 100ml",0,0,0,0
"Aroma:sangan harum dan khas banget Tekstur:baik Kegunaan:parfum Suka banget, walaupun promo tapi cepat banget dikirimnya, 5 harian udah nyampe di Sulawesi Utara loh pdhl. Thankyouuuu seller",0,0,0,0
"Mantablah ini wanginya,botolnya juga unik.next mau cobain varian yg lain",0,0,0,0
"OMG! So prettyyyyyyy ???????? aku belum cobain sih , tp pas unboxing aku coba endus dari semprotannya aja udah wangiii dan wanginyaa tuh enakk bgt ?????? thankyouuu all team yg udah work hard buat Enchanted inii peluk cium buat kaliaan semuaaaa ??????",0,0,0,0
"my kind of loooove~ alias INI AKU BANGET WANGINYA SUPER FRESH muhuhu love it so much( ?? ???) thank you mykonos sudah menciptakan parfum ini wkwk. mau coba ketahanannya dulu, I'll update the review later here?",0,0,0,0
"Wanginya bunga seger, cocok di mix and match dg morrocan vanilla, WIP, blossom. Enak pokoknya daaaah. Mykonos g pernah ngecewain. The best. Makasiih yaaa",0,0,0,0
"Packaging nya cantik poll Wangi nya tahan lama. Ini serius Dapet free sample yg kecil Kalo untuk aroma nya buat aku gak terlalu wahh sih, kaya mudah di temui di parfum2 lain Cocok untuk acara formal Pengen nyobain varian lain nyaa",0,0,0,0
Performa:wangi buanget dah Cocok Untuk:parfum Tekstur:cair Gila ini sih wanginya parah yaa + dapat bonus juga wangi banget lagi bakalan order lagi nih ??,0,0,0,0
Cocok Untuk:daily Tekstur:agak oily Performa:tahan lama Jujur aku ga suka bau citrus. Tapi gatau knp aku malah cocok sama wanginya enchanted inii. Dengan harga terjangkau tapi lumayan tahan lama wanginya. Makin lama makin kalem dan nyatu sama wangi lotion/badan. Seneng banget bs dpt parfum ini hihi,0,0,0,0
"Tekstur:cair Performa:12jam+ Cocok Untuk:segala suasana Secinta itu sama enchanted , sampai nyetok dongg . Saking enak nya aroma nyaaa",0,0,0,0
Aroma:memiliki wangi yang tahan lama Kegunaan:sangat cocok untuk wanita anggun Puas banged,0,0,0,0
"Performa:cepet ilang wanginya Cocok Untuk:abis mandi dan drmh saja Ini wanginyaa mirip2 ben***on yg cold atau paradiso inferno, lupa. Ga awet wanginya, pake dikulit lgs blass ilang blm 1 jam. Oya, bau karet di botolnya jg mendominasi. Jd pas buka tutup mau endus2, yg kecium malah si bau botol karetnya. Saaaad. Padahalbotol dan warnanya lucuk.",0,0,0,0
"Pengemasan dan pengiriman cepet, parfumnya wangi fresh floral awal semprot emang kuat banget tapi setelah dipake beberapa lama jadi fresh yang kalem gitu, btw wanginya kayak wangi klinik kecantikan. Terima kasih dapet free parfum dan vial jugaa",0,0,0,0
"Udah gak keitung koleksi produk MyKonos, karena memang seenak itu varian wangi parfumnya ???????????? Paling fave sama pink beach dan paradise (fresh buah), enchanted (fresh bunga dan sudah extrait), serta vanilla clouds (soft manis). Next mau order slow living setelah dapat bonusan EDTnya, ternyata enak banget fresh gitu dry downnya, dan semoga nantinya akan diupgrade menjadi extrait. Untuk pre-order memang kudu sabar yaa nunggu, tapi terbayarkan kok rasa sabar itu dengan long lastingnya parfum² MyKonos. Real testi nih, sering banget dipake kerja kan seharian tuh (outdoor juga indoor kerjaan aku) terus masih nempel aja wanginya sampe pulang juga, setelah dicuci pun juga masih ada meski tinggal sedikit tapi tetep kecium wangi parfumnya myKonos, apalagi yang varian extrait top markotop memang ??",0,0,0,0
"Aroma:harum Tekstur:cair Kegunaan:cocok buat hari2 Pertama beli yg 50ml eh...ketagihan,kemaren dapet lelang lngsung CO,wanginya seger dan tahan lama apalagi klo di mix baby love suka bgt??",0,0,0,0
"Aroma:aku suka wangi manis yg soft ini Tekstur:cair Kegunaan:sangat cocok untuj digunakan sehari-hari Free tester utopia, co yg 100ml dapat harga hsl, ku kira bakal lama pengirimannya, ternyata cepet banget. Packing mewah banget",0,0,1,0
Tekstur:mntp Performa:wangi Cocok Untuk:semua Wanginya lama kelamaan enak banget ...,0,0,1,0
ini wanginya enak bgt sih.. Pertama cium pas ke kkv trus emg langsung incer varian ini pas cek online ternyata lg ada pay day sale langsung gaskeun sumpah sih cuan bgt yg full size dpt di harga 170k ?? Makasih byk seller semoga sering2 ada disc biar co wangi yg lain juga??,0,0,0,0
"Barang sudah sampe dgn baik & aman. Awal nya tertarik dgn botol nya luchu, walau aroma nya bukan type aku. Next bakalan order lg yg botol nya luchu, smoga next kebetulan wangi nya pas",0,0,0,0
Aroma:soft kalem like a princess.. yg paling i like it type aku banget dari mykonos tuh ENCHANTED and BLACK OPERA best of the best dah kelen wajib coba.. karena klw dah mau abis buru langsung stok.,0,0,0,0
"Tekstur:cair Performa:luar biasa Cocok Untuk:formal or non formal Its my first timer try this one. Pasrah awalnya, tkt ga memuaskan wanginya. Buttttttt, im wrong! Ternyata seenak ituuuuuuu. Dan ketahanannya pun hampir 14 jam yg berdasar review masih ga percaya, tp akhirnya kmrn mencoba nya. Ak semprot jam 4 sore, trs tadi jam 9 masih wangi???? luar biasaaa!",0,0,0,0
Aroma:haruumm.. tiap pake ini pasti ditanyain orang pake parfum apaaaa? Waahh cepett sampe nya pdhl katanya PO sampe bulan Desember… Botol besar pertama yg kubeli setelah nyoba yg 50ml..,0,0,0,0
"Aku yg suka parfum aroma floral, ini ga yg terlalu floral bgt.. Segerr aromanya.. Bakal kupake daily... Biarpun hanya di Toko, tp tetep harus Wangi ?? Baru ky semprot td siang, kek nya bakal awet banget, nempel ky perangko ?? Si Elegant Blue, packaging nya pun mewah ???? Nambah koleksi parfum ku??",0,0,0,0
"Aroma:wangi bgt Tekstur:ringan Kegunaan:siang malam Ini asli wangi banget! Wangi floralnya itu loh, sopaj bgt di terima di hidung. Menurutku ini lebih cocom dipakai siang sih, meskipun sebenarnya kalo dipakai malam oke oke aja. wkwk btw aku dapat decant nya pink drops. Asli sih, pink drop enak bgt. Jadi pengen beli juga hehehe",0,0,0,0
"Aroma:sukakkkk Tekstur:cair Kegunaan:wewangian Sukakkk banget sama wangi nya, mana dapet tester nya juga lagi.. Yakin bakalan repeat order sihhh????",0,0,0,0
"Packing nya bener2 aman,sudah ada box,msh di lapisi lg dgn boblr wrap dan kardus dapat tester dan wanginya seuger berasa di kebun jeruk yang penuh dgn bunga",0,0,0,0
"Tekstur:little bit oily Performa:13 hrs ++ Cocok Untuk:Daily or some formal occasion Such a beautyful scent, by blind buy this perfume im actualy not the type of person that could pull this type of ""floral fruity fresh"" scent. But i bought it any way and let me tell you this is not the type of boring princess perfume the smell is a whole another level of beauty and power ????",0,0,0,0
"Tekstur:cair oily Performa:tahan 6 jaman Cocok buat daily, wanginya seger seger cantik . Dan termasuk salah satu fave ku setelah si crystal ??",0,0,0,0
"Tekstur:agak sedikit oily Performa:seger tapi ga menyengat, soft gitu tapi kuat aromanya Cocok Untuk:daily Pengiriman super cepettt pake banget!",0,0,0,0
"Aroma:seger floral Woyyy wangi nyaa enak bnget huhu, mana dapet testernya banyak banget lagi. Ak langsung naksir sama testernya, enih seller sengaja kah biar ak beli lagi hah???????????",0,0,0,0
"PO beberapa hari tapi cepet juga kok. Pengemasan dan pengiriman juga cepet. Packingnya super aman dong pastinya. First time beli parfum Mykonos karena aku agak picky. ?? Semi blind buy sih karena belum pernah coba sniff aromanya cm baca"" deskripsi dan review dari orang-orang dan surprisingly suka sama aromanya. ??",0,0,0,0
"Tekstur:cair Performa:oke Cocok Untuk:daily Tidak mengerti lagi sm mykonos. Ini pas purchase bener2 blind bgt. Ga tau bentuk botol, warnanya, dan wanginya. Eh ternyata enak bgttt...pengantar bobo bgt wanginya. Pas bangun tdr juga masih wangi, like a princess?? udhlah ya ga usah di ragukan lagi, blind purchase aja sold out, mantap minkooo????",0,0,0,0
"Performa:Tahan lama. Wanginya campuran segar dan elegant. Cocok Untuk:Remaja dan dewasa. Wanginya enak. Setelah disemprot, diamkan bbrp menit, wanginya malah makin enak. Tahan lama. Packing bagus pake kardus, bubble wrap, aman. Niceee.",0,0,0,0
"FINALLY ARRIVED ?????? Yang d tunggu2 akhirnyaa tiba ECHANTED mnurut aku seger kayak abis mandi ?? Tapi buat aku pribadi,aku udah bucin banget Pertama ke WIP ke 2 VERVE trus BLACK OPERA Masalah rasa itu setiap orang beda2 tapi kalo aku pribadi dr koleksi MYKONOS 3 itu yg paling mengena dehh ?? ??",0,0,0,0
"Aroma:wanginya seger lembut floral Tekstur:agak berminyak Kegunaan:biar wangiiii Suka dengan wanginya, pas ada sale sz yg 100ml langsung checkout. Lumyan dpt harga 171rb.",0,0,0,0
"Tekstur:cair Performa:baik Cocok Untuk:daily to formal How can a perfume be so extraordinary? Starting from the packaging, then the bottle, and most importantly the perfume itself. I can't say anything, just want to thank everyone who made this. You've worked really hard. Good job!",0,0,0,0
"Aroma:seger bangettt Tekstur:cair Kegunaan:biar wangi Wanginya seger enak banget, diawal emang biasa aja. Tapi lama kelamaan malah makin enak??????",0,0,1,2
"Packing aman bgt bgt, wanginya enak semuaaa. Yg adelina kek ada mint2 nya gituuu. Yg echanted bener2 bunga seger baunya. Bonusannya jg enak semua koo. Slow living sma matcha lattee. Kemarin lupa kirim bonusan edt nya, trus aku konfirmasi dn langsung dikirim dongg?? udh product the best, service jg the best Thank uuu seller.. makin banyak ya orderannyaa??",0,0,0,0
"wahhhh gilaa sihhhh ini wanginyaa seger pol, kayaa abisss mandiii gituuu first blind buy yg 50ml cuz dapat discan hihiii ternyataa pas nyampe wanginyaa emgg juaraakkkk, nah karnaa uda sesukaaa ituu jadinyaa order yg fullsizenyaaa dapatt lagi disc dongg mana dapett printilannn lagi????",0,0,0,0
"Tekstur:enak Performa:mantap Cocok Untuk:semua cocok Lihat2 review nya “masa segitunya sih?” Parfum2 mahal juga gak gitu2 amat Pas dateng : gila packagingnya bagus banget, niaat, pas liat botolnya alamak berat dan gak licin dipegang Pas di semprot ditangan, cium pertama enak, coum lagi loh koq baunya beda dan enak Cium ke tiga koq beda jg n enaakkk",0,1,0,0
"tau produk ini dari twitter trs penasaran akhirnya beli dam wanginya sukaaaa, ga manis bgt. lebih ke fresh gitu, unisex sih ini dan tipe aroma wangi parfum yg gue suka. udh pemakaian sebulan",0,0,0,0
