review_text,label_kualitas_produk,label_harga,label_kualitas_pengiriman,label_kepuasan_pelanggan,source
"Setelah dicoba: Cepat sampai, packaging rapih dan solid. Sangat puas dengan pembelian ini, akan beli lagi. Sangat terjangkau, bisa beli beberapa varian sekaligus. Tidak seperti yang diiklankan, kualitas jauh di bawah ekspektasi GBU!",1,0,0,0,synthetic
"Harus dibilang, Wanginya netral, cocok untuk semua suasana. Ekonomis banget, tidak menguras kantong. Puas banget, langsung repeat order. Packaging bagus, isinya aman tidak bocor Terima kasih.",2,0,0,0,synthetic
"Update: Harga lumayan, sesuai pasaran. Tapi Produk standar, tidak ada yang spesial",2,2,0,0,synthetic
"Parfumnya sudah expired kayaknya, baunya tidak enak. Tapi Harganya masuk akal banget untuk parfum lokal berkualitas. Tapi Packaging rapih dan aman, tidak ada kerusakan. Tapi Sangat puas dengan pembelian ini, akan beli lagi Recommended!",1,0,0,0,synthetic
Aroma:memiliki wangi yang menyenangkan Tekstur:tekstur produk sangat menyenangkan Kegunaan:cocok untuk pemakaian sehari hari,0,0,0,0,original
"Harus dibilang, Harganya terjangkau banget untuk kualitas segitu. Dan Tiba lebih cepat dari estimasi, packing sangat baik. Dan Bahagia banget dapet produk ini, sukses buat Mykonos",1,0,0,0,synthetic
"Jujur aja, Terlalu kemahalan, tidak worth sama sekali. Btw Sampai dalam kondisi mulus, pengiriman tepat waktu. Btw Tidak terlalu wangi, tidak terlalu kurang, pas aja",2,1,0,2,synthetic
"Beneran worth it banget, kualitas parfum sangat bagus. Sedangkan Puas dan akan kembali berbelanja di sini. Sedangkan Pengiriman normal, tidak terlalu cepat tidak terlalu lambat. Sedangkan Harga sangat bersahabat, ramah di kantong",0,0,2,0,synthetic
"Real review: Happy banget, tidak menyesal beli produk ini. Untuk Wanginya harum, botolnya keren dan premium banget. Untuk Murah tapi tidak murahan, senang dapat harga segini. Untuk Pengiriman kilat, sampai dalam kondisi baik Mantap pokoknya!",0,0,0,0,synthetic
"Harus dibilang, Puas dan akan jadi repeat buyer setia. Oh ya, Kemahalan banget, mending beli merek lain. Oh ya, Parfum ini beneran enak banget wanginya, tahan lama Recommended!",0,1,0,0,synthetic
"Real review: Parfumnya oke lah, cukup untuk pemakaian harian. Dan Packing aman banget, botol tidak pecah sama sekali. Dan Puas dan akan jadi repeat buyer setia. Dan Harganya pas banget, tidak terlalu mahal tidak terlalu murah 5 bintang layak!",2,0,0,0,synthetic
Untuk parfum harga 200 ribu worthit bgt apalagi blind buy!! Packaging nya juaraaa berasa beli parfum harga 700+++,0,0,0,0,original
"Real review: Lumayan cepat, packaging oke lah. FYI, Produknya berkualitas tinggi, wanginya lembut dan elegan. FYI, Kepuasan 100%, tidak ada yang perlu dikeluhkan. FYI, Harga 200 ribuan tapi kualitas premium, mantap Mantap pokoknya!",0,0,2,0,synthetic
Aroma:super sesuai dengan taste saya Kegunaan:wangi sekali Flowery and fresh,0,0,0,0,original
Aroma:enakkkk bangeettt Tekstur:halus semprotanya Kegunaan:ini bau cewe2 mahal Beli pas pay day PO tp free nya ga kaleng2 dong. Makasiih banget MyKonos ter the best aku happy bgd dong. Mana enak bangettttttt,0,1,0,0,original
"harga sesuai kualitas, tidak mengecewakan. btw sangat tidak puas, komplain tapi tidak direspons. btw kemasan mewah, kualitas produk tidak mengecewakan sama sekali",0,0,2,1,synthetic
"menurut saya, harganya terjangkau banget untuk kualitas segitu. tidak seperti yang diiklankan, kualitas jauh di bawah ekspektasi kecewa.",1,0,0,0,synthetic
"Aroma:wangi citrus floral Tekstur:cair Enchanted ini menurutku di awal citrus banget seger, trus muncul white floral nya. Enak & awet wanginya, tapi jangan overspray agak pusing. Cocok buat pagi hari karena wanginya bikin melek semangat kerja hehe",0,0,0,0,original
"Setelah dicoba: Tidak merekomendasikan, banyak yang lebih baik. FYI, Cepat sampai, packaging rapih dan solid. FYI, Wangi parfumnya juara banget, tidak mengecewakan Semoga membantu.",0,0,0,1,synthetic
"Harga normal tapi kualitas di atas rata-rata. Tapi Happy dan tidak menyesal, top banget. Tapi Packaging bagus, isinya aman tidak bocor. Tapi Parfumnya palsu kayaknya, wanginya beda jauh dari asli Semoga review ini bermanfaat!",1,0,0,0,synthetic
"Real review: Tidak terlalu wangi, tidak terlalu kurang, pas aja. Soal Sangat kecewa, tidak akan beli lagi. Soal Harga biasa saja untuk parfum lokal",2,2,2,1,synthetic
"Aroma:seger Tekstur:cair Kegunaan:untuk mengharumkan Demi apapun ini yg awalnya aku beli size 50 ml jadi ketagihan lagi buat beli size 100ml, dari segi wangi dia di awal emang agak nyegrek, tp pas udah lama enak banget, seger seharian, berasa kayak abis mandi terus, trs segi packaging ini udh premium bgt, mewah bgtt,kmren pas pay day sale dpt harga 151rb di ukuran 100ml",0,0,0,0,original
"Kurir tidak amanah, barang ditaruh sembarangan, Murah tapi tidak murahan, senang dapat harga segini Kecewa.",0,0,1,2,synthetic
"Setelah dicoba: Packing super aman, dikemas dengan bubble wrap tebal. Btw Wanginya original, tidak murahan, sangat memuaskan. Btw Dapet diskon lumayan, jadi tambah worth it Mantap pokoknya!",0,0,0,0,synthetic
"Budget friendly banget, rekomendasikan untuk yang hemat. Untuk Produknya mantap banget, wanginya fresh dan tahan lama. Untuk Sangat kecewa, tidak akan beli lagi Semoga review ini bermanfaat!",0,0,1,1,synthetic
"Pengalaman saya: Puas dan akan kembali berbelanja di sini. Btw Pengiriman super cepat, kurang dari 24 jam sudah sampai. Btw Worth it banget, harga murah tapi kualitas oke 5 bintang layak!",0,0,0,0,synthetic
"Menurut saya, Biasa saja sih, tidak terlalu puas tidak terlalu kecewa. Dari segi Kualitas produk cukup oke, sesuai harga. Dari segi Harga normal aja, tidak ada yang spesial Mantap pokoknya!",2,2,2,2,synthetic
"Terus terang, Pengalaman belanja terburuk, tidak puas, Overpriced banget, ada yang lebih murah dengan kualitas sama, Parfumnya kurang bagus, tidak sebanding dengan harganya, Pengiriman sangat lambat, sampai seminggu baru tiba Semoga berguna.",1,1,1,1,synthetic
"Terus terang, Harga sesuai kualitas, tidak mengecewakan. FYI, Senang sekali, sesuai ekspektasi bahkan lebih. FYI, Wanginya lumayan, tidak terlalu istimewa tapi tidak jelek",2,0,0,0,synthetic
"Overall Kualitas parfumnya mengecewakan, wanginya cepat hilang. Sementara Tidak worth it, harga segitu harusnya dapat yang lebih bagus Semoga review ini bermanfaat!",1,1,1,1,synthetic
"Harganya kemahalan, harusnya bisa lebih murah. FYI, Happy dan puas, tidak sabar coba varian lain Kecewa.",0,1,0,0,synthetic
"Aroma:floral citrus Tekstur:cair Kegunaan:membuat aroma tubuh menjadi wangi seger sepanjang hari Parfum ke 2 aq dr mykonos,menurutku gak ada yg gagal dech.. Dipake di indoor lumayan awet,dan ninggalin jejak Yg enchanted ini wanginya mirip sama miss dior bnget Seger bunga ada aroma citrusnya jd terkesan segerr,energik gitu rasanya Ini lagi gak sabar nunggu yg coconut dream sama down to earth nya Dapet testernya baby love sama senja pun aroma enak juga Jdi pengen nyoba yg fariant laen nya dch Packaging nya juga mewah bnget Parfum sultan hrga rakyat ya mykonos lah Thank’s shopee & seller ????",0,0,0,0,original
"Real review: Tidak akan rekomendasikan ke siapapun. Dari segi Murah banget untuk parfum sekelas ini. Dari segi Warnanya berbeda dari foto, kemungkinan produk salah kirim Semoga membantu.",1,0,0,1,synthetic
"Review jujur: Puas banget dengan semua aspek pembelian ini, Harga tidak bersahabat, susah beli rutin Semoga review ini bermanfaat!",0,1,0,0,synthetic
"Packing standar, produk sampai dengan baik. Kecewa total, tidak ada niat beli lagi. Produk tidak original, kayak tiruan murahan Terima kasih.",1,1,2,1,synthetic
"Setelah dicoba: Pengiriman cepat, produk aman sampai tujuan. Untuk Wangi cukup enak, tapi tidak sampai wow. Untuk Kemahalan banget, mending beli merek lain. Untuk Biasa saja sih, tidak terlalu puas tidak terlalu kecewa",2,1,0,2,synthetic
"review jujur: netral aja perasaannya, tidak istimewa. oh ya, barang datang dalam kondisi rusak, packaging tidak aman. oh ya, worth it banget, harga murah tapi kualitas oke. oh ya, aromanya benar-benar enak, kualitas tidak perlu diragukan",0,0,1,2,synthetic
"Jujur aja, Sangat kecewa dengan kualitas produknya, tidak akan beli lagi. Sementara Tidak akan rekomendasikan ke siapapun. Sementara Harganya mahal banget untuk kualitas yang biasa aja Semoga review ini bermanfaat!",1,1,1,1,synthetic
"Pengalaman belanja terburuk, tidak puas. Soal Packing aman banget, botol tidak pecah sama sekali. Soal Budget friendly banget, rekomendasikan untuk yang hemat Tidak direkomendasikan.",1,0,0,1,synthetic
"Tidak worth it, harga segitu harusnya dapat yang lebih bagus. Oh ya, Pengiriman sangat lama, hampir 2 minggu baru sampai Recommended!",1,1,1,1,synthetic
"MENURUT SAYA, BIASA AJA, MUNGKIN BELI LAGI MUNGKIN TIDAK. SOAL AROMA PARFUMNYA PREMIUM, SEPERTI PARFUM MAHAL PADAHAL TERJANGKAU. SOAL SAMPAI DALAM KONDISI MULUS, PENGIRIMAN TEPAT WAKTU MANTAP POKOKNYA!",0,0,0,2,synthetic
"Setelah dicoba: Parfumnya top markotop, aroma berkelas. Standar aja, bisa beli lagi kalau ada diskon",0,0,0,2,synthetic
"Setelah dicoba: Pengiriman mengecewakan, tracking tidak update berhari-hari. FYI, Dapet diskon lumayan, jadi tambah worth it Semoga membantu.",0,0,1,0,synthetic
"Harus dibilang, Netral aja perasaannya, tidak istimewa. Wanginya netral, cocok untuk semua suasana",2,1,0,2,synthetic
"Update: Standar aja, bisa beli lagi kalau ada diskon. Sedangkan Pengiriman memuaskan, kurir responsif",0,1,0,2,synthetic
"Pengalaman saya: Tidak perlu khawatir soal pengiriman, sangat aman. Untuk Oke-oke aja, standar. Untuk Produk rusak saat diterima, kualitas kontrol buruk Kecewa.",1,0,0,2,synthetic
"Menurut saya, Wangi cukup enak, tapi tidak sampai wow. Sedangkan Harga biasa saja untuk parfum lokal GBU!",2,2,2,2,synthetic
"harga tidak sebanding dengan kualitas produk. dari segi parfum ini beneran enak banget wanginya, tahan lama. dari segi sampai dalam kondisi mulus, pengiriman tepat waktu. dari segi bahagia banget dapet produk ini, sukses buat mykonos",0,1,0,0,synthetic
"Pengalaman saya: Harga promo Shopee bikin lebih hemat. Btw Packaging rapih dan aman, tidak ada kerusakan Sekian review dari saya.",1,0,0,0,synthetic
"blind buy yg ga nyesel. pernah punya wanginya mirip gini tapi lupa parfum apa. dikasih bonus banyak bettt, edt nya berry caramel pancake sama testernya caramel fudge cookie. luvvv mykonos ????",0,0,0,0,original
Cakep banget packaging ny Wanginya duh seger pol enak lah pokoknya Tahan lama banget gila,0,0,1,0,original
"REAL REVIEW: BELI LAGI LAGI DAN LAGI, SELALU PUAS. SEDANGKAN SAMPAI TEPAT WAKTU, PACKING CUKUP MEMADAI. SEDANGKAN KUALITAS BAGUS BANGET, BEDA SAMA PARFUM ABAL-ABAL. SEDANGKAN MURAH BANGET UNTUK PARFUM SEKELAS INI TERIMA KASIH.",0,0,2,0,synthetic
"Enakk wangi setelahnya,",0,0,0,0,original
"Pengalaman saya: Lumayan cepat, packaging oke lah. Untuk Botol cantik dan elegan, parfumnya enak banget dipakai Semoga berguna.",0,0,2,0,synthetic
"Review jujur: Produk rusak saat diterima, kualitas kontrol buruk. FYI, Sampai dalam kondisi mulus, pengiriman tepat waktu Tidak direkomendasikan.",1,0,0,1,synthetic
"Jujur aja, Wanginya harum, botolnya keren dan premium banget. Dan Nyesel banget beli ini, buang-buang uang. Dan Kurir cepat, packing double bubble wrap sangat aman Semoga berguna.",0,0,0,1,synthetic
"Jujur aja, Tidak puas sama sekali, rugi waktu dan uang. Sementara Packaging buruk, isi parfum sudah tumpah sebagian",0,0,1,1,synthetic
"Cantik bgt packaging nya!! Wangi nya mirip sm miss dior blooming bouq, Which is my most fav perfume! Dan ini nemu yg setype dgn hrg jauh lbh ekonomis. SPL nya juga mantul!",0,0,0,0,original
"Suka sama wanginyaaaaa ???? sebelumnya beli yang utopia versi travel size nya, nyoba beli lagi yang ini malah lebih suka yang ini ????",0,0,0,0,original
"Harganya standar, tidak murah tidak mahal. Dan Pengiriman normal, tidak terlalu cepat tidak terlalu lambat. Dan Parfumnya lumayan, bisa dipakai sehari-hari. Dan Lumayan lah, masih bisa diterima",2,2,2,2,synthetic
Akhirnya sampai dengan selamat parfumnya walau sempet panik dapet kabar paketnya bocor. Wanginya juara sih??????,0,0,0,0,original
"Oke-oke aja, standar. Oh ya, Harganya mahal banget untuk kualitas yang biasa aja Sekian review dari saya.",0,1,0,2,synthetic
"Kalau kata saya, Parfumnya top markotop, aroma berkelas. Sementara Cepat sampai, packaging rapih dan solid Kecewa.",0,1,0,0,synthetic
Aroma:Enak Tekstur:Cair Kegunaan:Wewangian Sebulan terakhir udh cekot 3x Mykonos. Dan selalau pilih yg Extrait De Parfum. Ini sekaligus jd Mykonos ke-3ku. Next apa lagi ya? Ngincer ZORA sih!,0,0,0,0,original
"Harus dibilang, Aroma parfumnya premium, seperti parfum mahal padahal terjangkau. Sedangkan Tidak kecewa, malah lebih dari yang diharapkan Tidak direkomendasikan.",0,1,0,0,synthetic
"Harus dibilang, Pengiriman mantap, produk terlindungi dengan baik. Soal Nyesel banget beli ini, buang-buang uang Kecewa.",1,1,0,1,synthetic
"Jujur aja, Wangi cukup enak, tapi tidak sampai wow. Tapi Oke-oke aja, standar. Tapi Packing biasa, cukup aman Mantap pokoknya!",2,2,2,2,synthetic
"Cocok Untuk:Daily Performa:Tahan lama Wanginya floral fresh lembut, semakin lama semakin enakkk wangi nyaaa.. beli pas promo, jd dapet sample ZORA & SENJA yg wanginya soooo unique + dapet EDT vanilla cloud jugaa.. Untung bgd enchanted nya ada grand restock ??",0,0,0,0,original
Aroma:Wangi Tekstur:Menyenangkan Kegunaan:Pemakaian sehari hari Packing rapi dan cepat sampai. Terimakasih seller,0,0,0,0,original
"menurut saya, parfumnya top markotop, aroma berkelas. btw lumayan cepat, packaging oke lah. btw lumayan lah, masih bisa diterima kecewa.",0,0,2,2,synthetic
"Pertama kali beli yang Zora wanginya gak aku banget, tapi alhamdulillah suami suka jadi dipake sama suami. Akhirnya beli lagi yang enchanted ini dan Wangi nya enak bangettttttt !! Dry down nya tu sama banget sama yang bos aku pake, agak ngeri ya dipake kekantor takut orang salah kira ?? T.O.P lah pokoknya Mykonos ????????",0,0,0,0,original
Aroma:sangat wangi Tekstur:menyegarkan Kegunaan:baik,0,0,0,0,original
"Review jujur: Biasa saja sih, tidak terlalu puas tidak terlalu kecewa. Dari segi Pengiriman mengecewakan, tracking tidak update berhari-hari. Dari segi Dapet diskon lumayan, jadi tambah worth it Tidak direkomendasikan.",0,0,1,2,synthetic
Aroma:seger gabikin eneg kaya abis mandi wanginya enak bangetttt Kegunaan:sangat cocok dipake sehari hari siang dan malem mantap enak banget wanginya,0,0,0,0,original
Wanginya enk banget seger + dapet bonus lg Thanks y kak ??,0,0,0,0,original
"Wewangian:saya suka aromanya, wangi bunga tetapi kata temen saya cocok buat cowok, Tekstur:enak ga lengket Daya tahan:gak serahan lama ituu si Buat blind buy okeh, tp menurut ku wanginya terlalu standar. Tp enakkkk bunga bungaa baunya",0,0,0,0,original
"overall pengiriman sangat lama, hampir 2 minggu baru sampai. sementara kemasan mewah, kualitas produk tidak mengecewakan sama sekali recommended!",0,0,1,2,synthetic
"Setelah dicoba: Harganya kemahalan, harusnya bisa lebih murah. Sedangkan Cepat sampai, packaging rapih dan solid Tidak direkomendasikan.",1,1,0,1,synthetic
"Aroma:kayak bunga, fresh gitu Tekstur:cair baunya enakkk bunga yang seger gitu dan ga bikin eneg kalo siang siang, sempet sniff di offline store dan langsung suka sama baunya jadi beli pas 11.11, baru ngeh kalo product po pas udah co tapi ternyata 6 hari nyampe ?? dapet sample varian aphrodite juga 3ml hehehe makasih banyak seller ??????",0,0,0,0,original
"Terus terang, Produk standar, tidak ada yang spesial. Sedangkan Happy dan tidak menyesal, top banget. Sedangkan Worth it banget, harga murah tapi kualitas oke Semoga review ini bermanfaat!",2,0,0,0,synthetic
"cakeep bgttt packagingnyaaa, wanginyaa jg enaakk ?????????",0,0,0,0,original
"Wewangian:aromanya fresh Daya tahan:tahan lama Finally mykonos nya sampe, awalnya ga sabar bgt nunggu PO 1 bulan, eh tp 2 minggu udh sampe Lumayan dpt potongan harganya, the first time punya parfum kayak gini excited bgt Thank you...",0,0,0,0,original
"Tekstur:cair Performa:all good Cocok Untuk:daily and formal Packagingnya eksklusif, wanginya bukan maennn, wangi cewe feminim gitu, suka deh !! Walopun PO tapi ga lama kok. Dan lebih seneng lagi karna dapet bonus parfume. Padahal cuma bonusan yah, tapi seniat ituuu, wanginya enak poll !! Highly recommended guys",0,0,0,0,original
"Terus terang, Parfum ini beneran enak banget wanginya, tahan lama. Oh ya, Ekonomis banget, tidak menguras kantong GBU!",0,0,2,2,synthetic
"Jujur aja, Kualitas kelas atas, wanginya soft dan feminin. FYI, Harga promo Shopee bikin lebih hemat. FYI, Pengiriman cepat dan produk sampai dalam kondisi sempurna. FYI, Oke-oke aja, standar Kecewa.",0,0,0,2,synthetic
"kalau kata saya, kurir tidak amanah, barang ditaruh sembarangan. dari segi kalau harga segitu harusnya kualitasnya lebih baik. dari segi menyesal banget beli produk ini. dari segi wanginya tidak tahan lama sama sekali, kecewa berat kecewa.",1,1,1,1,synthetic
"Review jujur: Pengiriman cepat sekali, hari ini order besok sudah sampai. Tapi Tidak merekomendasikan, banyak yang lebih baik Semoga berguna.",0,0,0,1,synthetic
"Pengalaman saya: Harga normal tapi kualitas di atas rata-rata. Sedangkan Pengiriman memuaskan, kurir responsif. Sedangkan Happy banget, tidak menyesal beli produk ini. Sedangkan Produknya mantap banget, wanginya fresh dan tahan lama",0,0,0,0,synthetic
"Tidak merekomendasikan, banyak yang lebih baik. Packing buruk, botol parfum retak saat diterima Mantap pokoknya!",0,1,1,1,synthetic
"Honest review: Pengiriman sangat cepat, packaging standar tinggi, Harga tidak sebanding dengan kualitas produk, Parfumnya oke lah, cukup untuk pemakaian harian Sekian review dari saya.",2,1,0,2,synthetic
"Aroma:rum Tekstur:cair Kegunaan:cair wanginya manis dewasa, ada nuansa sensual, misterius dan elegan. cocok untuk night formal occasion atau fancy dinner. jujur wangi nya kurang sesuai ekspetasi karna cinnamon",0,0,0,0,original
"Real review: Menyesal banget beli produk ini. Dan Harga naik tapi kualitas tetap sama, kurang fair. Dan Kurir lambat dan tidak responsif, kecewa 5 bintang layak!",1,1,1,1,synthetic
"Wewangian:wangi oke sabun, bunga gitu enak buat di pake sekolah Tekstur:gampang di terima bau nya sama orang lain Daya tahan:ya lumayan di pake sekolah tahan sampe sore",0,0,0,2,original
"Pengiriman cepat,aman bgt paketnya. Packaging selalu luarrrr biaasaaaaa??utk parfumnya sendiri di aku tahan 8-12 jam tergantung aktivitas n lokasi jg indoor/outdoor. Overall puas sekali seperti biasanya??????",0,0,0,0,original
"Harus dibilang, Harga cukup, tidak berlebihan. Btw Wanginya original, tidak murahan, sangat memuaskan Kecewa.",0,2,0,0,synthetic
"Kecewa total, tidak ada niat beli lagi. Oh ya, Wanginya tidak tahan lama sama sekali, kecewa berat. Oh ya, Ekonomis banget, tidak menguras kantong",1,0,0,1,synthetic
"Tekstur:cair Performa:gak kalah sama parfum luar negeri Cocok Untuk:segala aktivitas Parfum terbaik utk di segala aktivitas ?? secinta itu dong sama parfum lokal, enak bgt baunya, setiap cium sampai terus nyium2 sendiri gt",0,0,0,0,original
"Jujur aja, Parfumnya wangi banget, tahan lama seharian. Untuk Mahal tapi mengecewakan, rugi beli ini. Untuk Kurir cepat dan packaging oke banget Kecewa.",0,1,0,2,synthetic
"Update: Ekonomis banget, tidak menguras kantong. Dari segi Packing super aman, dikemas dengan bubble wrap tebal. Dari segi Beneran worth it banget, kualitas parfum sangat bagus 5 bintang layak!",0,0,0,0,synthetic
"Wanginya harum, botolnya keren dan premium banget, Kecewa parah, tidak beli lagi di sini, Pengiriman buruk, packing tidak standar, Sangat worth it, harga tidak tipu 5 bintang layak!",0,0,1,1,synthetic
Alhamdulillah paket sdh sampai dan pengiriman cepat...packing rapih sesuai ekspetasi...suka sekali dg wangi nyq...elegan trs lumayan lqma ketahanan nya...Alhamdulillah dapet harga flash sale,0,0,0,0,original
"Kalau kata saya, Harganya terjangkau banget untuk kualitas segitu. Btw Parfumnya sudah expired kayaknya, baunya tidak enak. Btw Pembeli kecewa, tidak akan kembali berbelanja Semoga review ini bermanfaat!",1,0,1,1,synthetic
"Setelah dicoba: Sangat puas, rekomendasikan ke semua teman. Untuk Tidak perlu khawatir soal pengiriman, sangat aman Sekian review dari saya.",0,0,0,0,synthetic
"Tekstur:Ringan Cocok Untuk:cewek Performa:segar wangi banget, seger, floral, bagi yg suka bau parfum yg wangi bunga",0,0,0,0,original
"Menurut saya, Botol bocor karena packing tidak memadai. Sedangkan Harganya terjangkau banget untuk kualitas segitu. Sedangkan Nyesel banget beli ini, buang-buang uang. Sedangkan Wanginya terlalu menyengat dan bikin pusing Recommended!",1,0,1,1,synthetic
"Update: Harga tidak sebanding dengan kualitas produk. Untuk Biasa aja, mungkin beli lagi mungkin tidak. Untuk Wangi cukup enak, tapi tidak sampai wow 5 bintang layak!",2,1,0,2,synthetic
"Honest review: Produknya oke banget, wangi segar dan tahan sampai malam. Oh ya, Kecewa total, tidak ada niat beli lagi. Oh ya, Kurir cepat dan packaging oke banget. Oh ya, Worth it banget, harga murah tapi kualitas oke Kecewa.",0,0,0,1,synthetic
"Jujur aja, Aromanya mewah dan enak banget, beneran suka, Terlalu kemahalan, tidak worth sama sekali, Pengiriman cepat sekali, hari ini order besok sudah sampai, Kepuasan 100%, tidak ada yang perlu dikeluhkan Mantap pokoknya!",0,1,0,0,synthetic
"Terus terang, Harga promo Shopee bikin lebih hemat. FYI, Puas banget dengan semua aspek pembelian ini. FYI, Pengiriman super cepat, kurang dari 24 jam sudah sampai Mantap pokoknya!",1,0,0,0,synthetic
"Harus dibilang, Packaging bagus, isinya aman tidak bocor. FYI, Happy dan tidak menyesal, top banget. FYI, Tidak sesuai deskripsi, baunya kurang enak. FYI, Murah banget untuk parfum sekelas ini 5 bintang layak!",1,0,0,0,synthetic
"Review jujur: Harganya mahal banget untuk kualitas yang biasa aja, Tidak perlu khawatir soal pengiriman, sangat aman Semoga membantu.",2,1,0,2,synthetic
"Yeaayy akhirnya Enchanted 100ml restock dan udah kebagian sampe dengan selamat di rumah. Packing aman, nggak ada bocor rusak. Bonusnya Verve. Thanks Mykonos ????",1,0,0,0,original
"Tekstur:ok Performa:ok Cocok Untuk:daily Wanginya enak, girly banget (tapi bukan yg sweet gituloh) fresh banget, kaya princess disney gitu rasanya ??????",0,0,0,0,original
"Overall Packing jelek banget, parfum sampai dalam kondisi pecah, Botol cantik dan elegan, parfumnya enak banget dipakai, Harganya terjangkau banget untuk kualitas segitu, Kecewa banget, tidak worth it sama sekali GBU!",0,0,1,1,synthetic
"Menyesal banget, uang terbuang sia-sia. Packing standar, produk sampai dengan baik Mantap pokoknya!",2,2,2,1,synthetic
"Parfumnya kurang bagus, tidak sebanding dengan harganya. Btw Pengiriman mantap, produk terlindungi dengan baik. Btw Menyesal banget, uang terbuang sia-sia",1,0,0,1,synthetic
Aroma:enak banget Tekstur:lembut seger Barang aman sesuai pesana enak,0,0,0,0,original
"Terus terang, Sangat kecewa, tidak akan beli lagi. Kualitas bagus banget, beda sama parfum abal-abal. Barang lecet dan penyok karena packing tidak baik. Murah banget untuk parfum sekelas ini Semoga membantu.",0,0,1,1,synthetic
"setelah dicoba: harganya mahal banget untuk kualitas yang biasa aja. fyi, packing biasa, cukup aman semoga berguna.",1,1,2,1,synthetic
"Terus terang, Tiba lebih cepat dari estimasi, packing sangat baik. Btw Harga promo Shopee bikin lebih hemat. Btw Kualitas kelas atas, wanginya soft dan feminin. Btw Beli lagi lagi dan lagi, selalu puas Mantap pokoknya!",0,0,0,0,synthetic
"Menurut saya, Harganya mahal banget untuk kualitas yang biasa aja. Tapi Kecewa total, tidak ada niat beli lagi. Tapi Aromanya benar-benar enak, kualitas tidak perlu diragukan. Tapi Kurir tidak amanah, barang ditaruh sembarangan",0,1,1,1,synthetic
"Pengiriman biasa saja, tidak ada yang istimewa. Oh ya, Harga naik tapi kualitas tetap sama, kurang fair. Oh ya, Sangat tidak puas, komplain tapi tidak direspons",2,1,2,1,synthetic
Performa:baik Cocok Untuk:daily Tekstur:cair Baru coba karna penasaran. Tp lgsg suka sesuka itu. Dipake hahis mandi pagi sorenya masih fresh badan gua jd ga mau mandi karna sayang kalau musti nyemprot lagi ??,0,0,0,0,original
"Review jujur: Harganya kemahalan, harusnya bisa lebih murah. Produknya berkualitas tinggi, wanginya lembut dan elegan Recommended!",0,1,0,0,synthetic
"Pengalaman saya: Tiba lebih cepat dari estimasi, packing sangat baik. Dari segi Sangat puas, rekomendasikan ke semua teman. Dari segi Murah banget untuk parfum sekelas ini. Dari segi Kualitas sangat mengecewakan, tidak layak harga segitu Tidak direkomendasikan.",1,0,0,0,synthetic
"jujur aja, kualitas biasa saja, sesuai dengan harga yang dibayar. oh ya, pengalaman belanja terburuk, tidak puas. oh ya, harga normal aja, tidak ada yang spesial. oh ya, sampai tepat waktu, packing cukup memadai",2,2,2,1,synthetic
"Terus terang, Parfumnya top markotop, aroma berkelas. Dan Puas banget, sudah beli 3 kali dan tetap puas. Dan Harga tinggi tapi parfumnya biasa aja, tidak worth Semoga review ini bermanfaat!",0,1,0,0,synthetic
"Packaging nya cantik poll Wangi nya tahan lama. Ini serius Dapet free sample yg kecil Kalo untuk aroma nya buat aku gak terlalu wahh sih, kaya mudah di temui di parfum2 lain Cocok untuk acara formal Pengen nyobain varian lain nyaa",0,0,0,0,original
"Parfumnya lumayan, bisa dipakai sehari-hari. Sedangkan Harganya segitu ya, masih bisa diterima. Sedangkan Packing biasa, cukup aman Semoga berguna.",2,2,2,2,synthetic
"Overall Netral aja perasaannya, tidak istimewa. Kualitas parfumnya biasa aja sih, standar Recommended!",2,2,2,2,synthetic
"Wewangian:seger Tekstur:cair Daya tahan:tahan lama, tapi ga lama banget, masih lamaan utopia, yuyur aku kurang suka wanginya tapi masih bisa di pake karna ga terlalu nyengat wanginya",0,0,1,0,original
"Real review: Sangat memuaskan, produk recommended banget. Oh ya, Produknya berkualitas tinggi, wanginya lembut dan elegan. Oh ya, Harganya standar, tidak murah tidak mahal. Oh ya, Kurir cepat, packing double bubble wrap sangat aman Kecewa.",0,2,0,0,synthetic
"Overall Menyesal banget beli produk ini. Soal Kualitas produk buruk, kemasan juga rusak. Soal Packaging rapih dan aman, tidak ada kerusakan. Soal Harga tidak sebanding dengan kualitas produk 5 bintang layak!",1,1,0,1,synthetic
Aroma:soft bgt Tekstur:lembut Kegunaan:siang mlm oke Wangi nya soft bgt si bukan yg strong kalem gtu berharap yg pakage nya warna ungu mirip gini stok lg dong min,0,0,0,0,original
"Pengalaman saya: Kurir cepat dan packaging oke banget. Soal Kemasan mewah, kualitas produk tidak mengecewakan sama sekali Semoga review ini bermanfaat!",0,0,0,2,synthetic
Aroma:haruumm.. tiap pake ini pasti ditanyain orang pake parfum apaaaa? Waahh cepett sampe nya pdhl katanya PO sampe bulan Desember… Botol besar pertama yg kubeli setelah nyoba yg 50ml..,0,0,0,0,original
"REVIEW JUJUR: KURIR CEPAT DAN PACKAGING OKE BANGET. UNTUK SENANG BANGET, BELI INI KEPUTUSAN TERBAIK. UNTUK MURAH TAPI TIDAK MURAHAN, SENANG DAPAT HARGA SEGINI. UNTUK BOTOL BOCOR SAAT TIBA, PRODUK SUDAH TUMPAH SEPARUH",1,0,0,0,synthetic
